entry_id,title,year,venue,authors,tracks,priority,source_role,verification_contract,supervision_granularity,training_use,construction_layer,domains,tags,one_line_summary,one_line_summary_zh,primary_link,code,data,huggingface,project
anchor-branch-point-data-generation-gui-agents-2026,ANCHOR: Branch-Point Data Generation for GUI Agents,2026,ACL 2026,Jinbiao Wei; Yilun Zhao; Kangqi Ni; Arman Cohan,process_trace_supervision_data,可读,data_release; construction_recipe; process_supervision,judgment_required,step_level; process_reward,process_supervision; reward_modeling; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer,gui-agents; computer-use; process-supervision,process-supervision; trace-data; reward-modeling,ANCHOR releases branch-point-expanded GUI trajectories with state-aware verification and step-level denoising.,ANCHOR 从已验证 GUI 演示中的分叉点扩展任务与轨迹，再用状态感知校验和步骤过滤生成面向局部决策的监督数据。,https://arxiv.org/abs/2602.07153,https://github.com/yale-nlp/Anchor,https://huggingface.co/datasets/yale-nlp/Anchor,,
arise-tts-evaluation-2026,ARISE: An Adaptive Resolution-Aware Metric for Test-Time Scaling Evaluation in Large Reasoning Models,2026,Findings of ACL 2026,Zhangyue Yin; Qiushi Sun; Zhiyuan Zeng; Zhiyuan Yu; Qipeng Guo; Xuanjing Huang; Xipeng Qiu,scaling_rlvr_test_time_compute,可读,scaling_study,programmatic,answer_level,test_time_compute; evaluation,scaling_report,mathematical-reasoning; code-generation; agentic-tasks,test-time-compute; evaluation; scaling-efficiency; token-cost; reasoning,ARISE evaluates test-time scaling by rewarding per-sample improvements and penalizing accuracy regressions that consume more tokens.,ARISE 以样本级正确性变化和词元成本评测测试时扩展，并惩罚越算越错的负向扩展。,https://aclanthology.org/2026.findings-acl.289/,,,,
aa-intelligence-index-2026,Artificial Analysis Intelligence Index v4.1,2026,Artificial Analysis methodology,Artificial Analysis,benchmarks_evaluation_surfaces,必读,benchmark; verifier_reward,mixed; judgment_required,answer_level,evaluation; audit,release_audit; reward_verifier_layer,model-evaluation; aggregate-intelligence-index; agentic-and-coding-evaluation,benchmark; aggregate-evaluation; model-evaluation,Artificial Analysis Intelligence Index aggregates multiple evaluations into a weighted model-quality score.,Artificial Analysis 智能指数把多个评测按权重合成为单一的模型质量分数。,https://artificialanalysis.ai/methodology/intelligence-benchmarking,,,,https://artificialanalysis.ai/
audio-multichallenge-spoken-dialogue-2026,Audio MultiChallenge: A Multi-Turn Evaluation of Spoken Dialogue Systems on Natural Human Interaction,2026,ACL 2026,Advait Gosai; Tyler Vuong; Utkarsh Tyagi; Steven Li; Wenjia You; Miheer Bavare; Arda Uçar; Zhongwang Fang; Brian Jang; Bing Liu; Yunzhong He,judgment_rubric_domain_expert_data,可读,benchmark; data_release,judgment_required,answer_level,evaluation,prompt_sourcing; reward_verifier_layer; release_audit,llm-evaluation,llm-judge; rubric; evaluation,"Audio MultiChallenge evaluates spoken dialogue systems on natural multi-turn interaction, including audio-native memory and voice editing.",以自然人声中的记忆、约束保持、自洽与语音编辑检验端到端语音对话系统。,https://aclanthology.org/2026.acl-long.1654/,,https://huggingface.co/datasets/ScaleAI/audiomc,,https://labs.scale.com/leaderboard/audiomc
auto-l2s-2025,AutoL2S: Auto Long-Short Reasoning for Efficient Large Language Models,2026,Findings of ACL 2026,Feng Luo; Yu-Neng Chuang; Guanchu Wang; Hoang Anh Duy Le; Shaochen Zhong; Hongyi Liu; Jiayi Yuan; Yang Sui; Vladimir Braverman; Vipin Chaudhary; Xia Hu,rollout_search_test_time_trace_data,必读,construction_recipe; data_release,programmatic,answer_level; pairwise_preference,distillation; rlvr,prompt_sourcing; trace_writing; optimizer_scaffold,mathematics; reasoning,long-to-short; distillation; reasoning-compression; grpo; shortest-correct,A long-to-short reasoning-distillation recipe that attempts to retain correct concise traces.,AutoL2S 将长推理与短推理配对，保留正确且更短的答案，并以长度控制标记训练可在长短推理间切换的模型。,https://aclanthology.org/2026.findings-acl.831/,https://github.com/amandaluof/AutoL2S,,https://huggingface.co/amandaa/AutoL2S-7b,
autorubric-rubric-based-evaluation-2026,Autorubric: Unifying Rubric-based LLM Evaluation,2026,arXiv 2026,Delip Rao; Chris Callison-Burch,judgment_rubric_domain_expert_data,可读,benchmark; data_release,judgment_required,scalar_reward,evaluation; sft; reward_modeling,prompt_sourcing; trace_writing; release_audit,llm_judge; rubric_evaluation,rubric; llm_judge; evaluation,"Autorubric unifies calibrated, rubric-based LLM evaluation with mixed criterion types, ensembles, and released benchmark artifacts.",统一二元、序数与名义 rubric 的校准、集成评审和可靠性度量，并发布 CHARM-100 等数据制品。,https://arxiv.org/abs/2603.00077,https://github.com/delip/autorubric,,,https://autorubric.org/
autosuit-bench-security-unit-tests-2026,AutoSUIT Bench: Automated Security UnIt Test Benchmark for LLM Coding,2026,Findings of ACL 2026,Samuel Osebe; Fan Yang; Junyi Li; Yue Gu; Yongxin Wang; Satyapriya Krishna; Kai-Wei Chang; Aram Galstyan; Rahul Gupta; Weitong Ruan,programmatically_verifiable_outcome_data,必读,data_release; benchmark,programmatic,answer_level,evaluation; sft; rlvr,prompt_sourcing; reward_verifier_layer; release_audit,code-generation; software-security; unit-tests,programmatic-verification; benchmark; 2026,AutoSUIT Bench releases security-oriented unit-test suites spanning 232 CWE classes to jointly score functional and security behavior of generated code.,AutoSUIT Bench 自动构造覆盖 232 类 CWE 的安全单元测试套件，以编译和测试断言共同衡量代码功能与安全行为。,https://aclanthology.org/2026.findings-acl.1735/,,https://huggingface.co/datasets/amazon/AutoSUIT,,
barrierbench-evaluating-large-language-models-for-safety-verification-in-dynamical-syste,BarrierBench: Evaluating Large Language Models for Safety Verification in Dynamical Systems,2026,L4DC 2026,Ali Taheri; Alireza Taban; Sadegh Soudjani; Ashutosh Trivedi,programmatically_verifiable_outcome_data,可读,data_release; benchmark,programmatic,answer_level,evaluation,prompt_sourcing; reward_verifier_layer; release_audit,reasoning,programmatic-verification,One-sentence position:** One hundred dynamical-system barrier-certificate tasks strictly verify LLM-generated safety certificates with SMT.,100 个动力系统 barrier certificate 任务，用 SMT 严格验证 LLM 生成安全证书。,https://proceedings.mlr.press/v331/,,https://hycodev.com/dataset/barrierbench,,
general-agentbench-test-time-scaling-2026,Benchmark Test-Time Scaling of General LLM Agents,2026,arXiv preprint,Xiaochuan Li; Ryan Ming; Pranav Setlur; Abhijay Paladugu; Andy Tang; Hao Kang; Shuai Shao; Rong Jin; Chenyan Xiong,scaling_rlvr_test_time_compute,可读,scaling_study,mixed,full_episode,test_time_compute; evaluation,optimizer_scaffold; scaling_report,agentic-reasoning; information-seeking; mathematical-reasoning; software-engineering,test-time-scaling; agents; parallel-sampling; sequential-scaling; verification; benchmark,General AgentBench evaluates sequential and parallel test-time scaling across general LLM agents and finds that extra trajectories help only when context use and trajectory verification remain reliable.,General AgentBench 在通用大语言模型智能体上评测顺序与并行两类测试时扩展，并发现额外轨迹只有在上下文利用和轨迹验证可靠时才会带来收益。,https://arxiv.org/abs/2602.18998,https://github.com/cxcscmu/General-AgentBench,,,
prmbench-v-2026,Benchmarking Fine-Grained Error Detection in Multimodal Reasoning,2026,ACL 2026,Chi-Min Chan; Han Zhu; Chunyang Jiang; Jiaming Ji; Juntao Dai; Wei Xue; Sirui Han; Yike Guo,judgment_rubric_domain_expert_data,必读,benchmark; infrastructure,judgment_required; mixed,answer_level,reward_modeling; evaluation; audit,reward_verifier_layer,llm-as-a-judge; rubric; evaluation-reliability,track07; judgment-rubric; 2025-2026,PRMBench-V provides human-verified step-level error categories for auditing multimodal process reward models.,以人工核验的九类局部错误，评估多模态过程奖励模型是否真正识别视觉推理失误。,https://aclanthology.org/2026.acl-long.2068/,,,,
longjudgebench-2026,Benchmarking LLM-as-a-Judge for Long-Form Output Evaluation,2026,arXiv preprint,Junjie Chen; Yuxi Dong; Haitao Li; Weihang Su; Yujia Zhou; Min Zhang; Yiqun Liu; Qinyao Ai,audit_failure_contamination_verifier_attacks,可读,audit_failure,mixed,trajectory_value,evaluation; audit,release_audit,reasoning; evaluation; alignment,track13; audit; round3,Long-form judge benchmark emphasizing protocol-dependent reliability.,以跨场景、跨协议基准检验 LLM 评审器对长文本输出的稳定性。,https://arxiv.org/abs/2606.01629,,https://arxiv.org/pdf/2606.01629,,
unleakedtestbench-real-world-unit-test-generation-2026,Benchmarking LLMs for Unit Test Generation from Real-World Functions,2026,ACM Transactions on Software Engineering and Methodology,Dong Huang; Jie M. Zhang; Mark Harman; Qianru Zhang; Mingzhe Du; See-Kiong Ng,programmatically_verifiable_outcome_data,可读,benchmark; data_release; audit_failure,programmatic,answer_level,evaluation; audit; sft; reward_modeling,prompt_sourcing; reward_verifier_layer; release_audit,code-generation; software-testing,unit-test-generation; benchmark-contamination; python; mutation-testing; executable-evaluation; tosem-2026,"UnLeakedTestBench pairs 3,909 leakage-controlled real Python functions with a leaked counterpart and execution, coverage, and mutation metrics to separate test-generation generalization from memorization.","UnLeakedTestBench 以 3,909 个泄漏受控的真实 Python 函数及配对泄漏集，用执行、覆盖率和变异测试区分测试生成的泛化与记忆。",https://arxiv.org/abs/2508.00408,https://github.com/huangd1999/UnLeakedTestBench,,,
best-of-majority-passk-2026,Best-of-Majority: Minimax-Optimal Strategy for Pass@k Inference Scaling,2026,ICLR 2026,Qiwei Di; Kaixuan Ji; Xuheng Li; Heyang Zhao; Quanquan Gu,scaling_rlvr_test_time_compute,必读,scaling_study; verifier_reward,mixed,answer_level,test_time_compute,optimizer_scaffold,mathematical-reasoning,test-time-compute; pass-at-k; inference-scaling; reward-model,"Best-of-Majority gives a minimax-optimal, scaling-monotonic way to allocate sampled candidates under a Pass@k inference budget.",Best-of-Majority 在有限采样和提交预算下，以频率筛选结合奖励排序实现可随样本数稳定扩展的 pass@k 推理策略。,https://arxiv.org/abs/2510.03199,,,,
crystal-transparent-multimodal-reasoning-2026,Beyond Final Answers: CRYSTAL Benchmark for Transparent Multimodal Reasoning Evaluation,2026,ECCV 2026,Wayner Barrios; SouYoung Jin,process_trace_supervision_data,可读,data_release; benchmark; process_supervision; verifier_reward,judgment_required,step_level; process_reward,process_supervision; reward_modeling; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer,multimodal-reasoning; process-reward-modeling; benchmarking,process-supervision; reward-modeling; reasoning,"CRYSTAL supplies 6,372 quality-gated multimodal reference chains and order-sensitive metrics that expose correct answers reached through incomplete or disordered reasoning.","CRYSTAL 提供 6,372 条经质量门控的多模态参考推理链，并以顺序敏感指标揭示“答对但推理缺失或失序”的情况。",https://arxiv.org/abs/2603.13099,https://github.com/waybarrios/crystal,https://huggingface.co/datasets/waybarrios/CRYSTAL,,
trajfusion-2026,Beyond Rejection Sampling: Trajectory Fusion for Scaling Mathematical Reasoning,2026,Findings of ACL 2026,Jie Deng; Hanshuang Tong; Jun Li; Shining Liang; Ning Wu; Hongzhi Li; Yutao Xie,data_construction_open_release_recipes,可读,construction_recipe,programmatic,answer_level,sft; distillation,prompt_sourcing; trace_writing; search_substrate; reward_verifier_layer,mathematics,trajectory-fusion; rejection-sampling; incorrect-trajectories; reflection-prompts; error-diversity; mathematical-reasoning; answer-verification; synthetic-data; sft,"TrajFusion samples 16 math solutions, selects representative verifier-rejected errors using frequency and wrong-answer diversity, and fuses them with generic reflection prompts and one correct trace for standard SFT.",TrajFusion 从 16 条数学解答中选择代表性错误，将其与通用反思和一条正确轨迹融合为标准 SFT 目标；价值在构造配方，而非尚未发布的数据复用。,https://aclanthology.org/2026.findings-acl.390/,,,,
beyond-theorem-proving-formal-problem-solving-2026,"Beyond Theorem Proving: Formulation, Framework and Benchmark for Formal Problem-Solving",2026,ICML 2026 Spotlight,Qi Liu; Xinhao Zheng; Renqiu Xia; Xingzhi Qi; Qinxiang Cao; Junchi Yan,programmatically_verifiable_outcome_data,可读,benchmark; data_release; verifier_reward,programmatic,full_episode,evaluation; rlvr; agent_training,prompt_sourcing; reward_verifier_layer; release_audit,formal-mathematics; lean4,lean4; formal-problem-solving; rlvr; benchmark; icml-2026,"FPS turns unknown-answer mathematics into replayable Lean state transitions, with RPE checking whether a completed formal answer is equivalent to the target.",FPS 将未知答案的数学求解建模为 Lean 中可重放的状态转移，并用 RPE 验证完成答案与目标的等价性。,https://arxiv.org/abs/2505.04528,https://github.com/Purewhite2019/formal_problem_solving_main,https://huggingface.co/collections/purewhite42/formal-problem-solving,,
cobalt-reward-hacking-2026,Bridging Online and Offline RL: Contextual Bandit Learning for Multi-Turn Code Generation,2026,"Second Conference on Language Modeling, 2025",Ziru Chen; Dongdong Chen; Ruinan Jin; Yingbin Liang; Yujia Xie; Huan Sun,audit_failure_contamination_verifier_attacks,可读,audit_failure,mixed,trajectory_value,evaluation; audit,release_audit,reasoning; evaluation; alignment,audit; candidate-slate,perturbed trajectory data for in-context reward-hacking analysis,将多轮代码 RL 化为离线轨迹上的上下文 bandit 学习，并用扰动轨迹缓解错误反馈诱发的奖励投机。,https://openreview.net/forum?id=iB4H079VV0,https://github.com/OSU-NLP-Group/cobalt,,,
